State B,State B code,styear,StateB primary target?,Name,UNRES,Location,dispnum,RemoveCase,stday,stmon,endday,endmon,endyear,Ongoing,cumdurat,Era,Decade,PresName,Frontier War,Era2,US HiHost,US HighAct,dyadic hostility,dyadic HighAct,HihostB,HighActB,US Orig,originatA,originatB,sideaa,InterType,Objective,ObjectiveCode,ForeignReg,BuildReg,Empire,Territory,Policy,SocialProt,Economic,ProtOwn,Outcome,BattleFatUS,BattleFatB,BattleFat,BattleLevUS,BattleLevB,BattleLev,FatUS,FatB,Fatalities,fatlevUS,fatlevB,FatLev,MaxCost,MaxTroops,MaxNavy,MaxAir,MIP,Additions to MID,MID Dummy,IMI Dummy,MIPS Dummy,CRS Dummy,ACD Dummy,National Interest Index,contiguity,ContiguityDummy,War,US milex,US milper,US irst,US pec,US tpop,US upop,US CINC,State B milex,State B milper,State B irst,State B pec,State B tpop,State B upop,State B CINC,defense,neutrality,nonaggression,entente,AllianceDummy,Alliances (1-4),Colonial land,Colonial sea,Colonial contiguity,ColonialDummy,US imports,US exports,State B imports,State B exports,Trade flow1,Trade flow2,smoothflow1,smoothflow2,smoothtotrade,spike1,spike2,dip1,dip2,trdspike,tradedip,US democ,US autoc,US polity,US polity2,US durable,State B democ,State B autoc,State B polity,State B polity2,State B durable,US Dsource,US idp,US host,US hostChange,State B source,State B idp,State B host,US nGDP,US rGDP,US nGDP capita ,US rGDP capita,US rGDPCChange,US Recession,ideal1,ideal2,absidealdiff,s2un,s3un,agree2un,agree3un,jointvotes2,jointvotes3,PHYSINT,DISAP,KILL,POLPRIS,TORT,EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD,UNRegN,UNRegT,UNSUBREG,SubRegT,SubRegN,OECDReg,PTS_A,PTS_S,US Defense Spending,ChildMort,LifeExp,StateBHC,StateBrGDP ,USHC,USunemp,USDeficit,USDecifitGDP,USDeficitCon,USDebtGDP,USExpGDP,USDExpGDP,USCapInv,DefOutlay%,DODOutlays$,DOSOutlays$,SDratioOutlays$,DODOutlays%,DOSOutlays%,SDratioOutlays%,DOD BA$,DOS BA$,SDratioBA$,DOD BA%,DOS BA%,SDratioBA%,SenateDem,HouseDem,PresidentDem,DemControl,RepControl,CongressDem,CongressRep,PresElectionYear,ViolentCrime,Murder,LegacyRape,Robbery,AggravatedAssault,PropertyCrime ,Burglary,LarcenyTheft,VehicleTheft,oil_prod,oil_price_2000,oil_price_nom,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oilgas_value_nom,oilgas_value_2000,oilgas_value_2014,oil_exports,gas_exports,coup1,coup2,coup3,coup4,democracy,assconfid,poppreselec,regime,ttd,tta,stra,Oil Dummy,Population (in thousands),MilExp_Con,ExpShareGDP,Description
NIC,93,1979,,,,,,1,14,6,15,6,1979,0,,4,4,Carter,0,5,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,1,0,1,0,1,0,2,0,0,0,122279000,2033,123688,2659868,225055,56702,0.1372161,42000,6,0,2026,2644,608,0.0002935,1,0,1,1,1,3,0,1,1,1,222406.7,182073.4,360,566.554,251,90.997002,251,214.17799,341.99701,0,0,0,1,0,0,10,0,10,10,170,-77,-77,-77,0,0,,,,,,,,2627300,6776600,11671.39,30104.04,0,0,2.3,-0.142,2.442,-0.46429,-0.27957,0.26786,0.36022,56,93,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,5,4,30.09,13.2302002,58.146,1.524341941,13605.48438,3.321500778,5.85,-40726,-1.6,-113.9,32.3,28.9,4.8,28689,23.1,113605,1987,1.749042736,22.5,0.4,1.777777778,123595,2075,1.678870504,22.1,0.4,1.809954751,1,1,1,3,0,1,0,0,548.9,9.8,34.7,218.4,286,5016.6,1511.9,2999.1,505.6,0,74.01507,31.61,0,0,0,0,23003312.72,4.249008439,1.18,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3,0,0,0,0,225106,438890,0.05,Sandan. Revol.--NYT
PER,135,1979,,,,,2967,1,14,11,14,11,1979,0,1,4,4,Carter,0,5,1,1,4,17,4,17,1,1,1,0,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,1,0,0,0,122279000,2033,123688,2659868,225055,56702,0.1372161,535442,125,436,14235,16867,6643,0.0031144,1,0,1,1,1,3,0,0,0,0,222406.7,182073.4,1852.23,3675.34,1257.7,574,1257.7,574,1831.7,0,0,0,0,0,0,10,0,10,10,170,-88,-88,-88,3,0,,,,,,,,2627300,6776600,11671.39,30104.04,0,0,2.3,-0.05,2.35,-0.12,-0.06723,0.44,0.46639,75,119,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,4,2,30.09,13.52960052,59.471001,1.910925508,116162.9063,3.321500778,5.85,-40726,-1.6,-113.9,32.3,28.9,4.8,28689,23.1,113605,1987,1.749042736,22.5,0.4,1.777777778,123595,2075,1.678870504,22.1,0.4,1.809954751,1,1,1,3,0,1,0,0,548.9,9.8,34.7,218.4,286,5016.6,1511.9,2999.1,505.6,9413000,74.01507,31.61,2181004337,5173125989,7111876621,13.87274213,23003312.72,4.249008439,1.18,134541470.7,319119025.4,438716385.6,2315545808,5492245015,7550593007,,,0,0,0,0,0,0,0,4,0,0,3,0,225106,438890,0.05,"Peru seized six American tuna boats for fishing within Peru's offshore limit without licenses.  The owner's paid over $365,000 in fines, and the boats were released.  The United States protest and place an embargo on Peruvian tuna."
PRK,731,1979,1,Reunification Talks skirmishes,1,731,2193,0,1,3,6,12,1980,0,647,4,4,Carter,0,5,3,9,3,9,1,1,0,0,1,0,4,Protect own Military and/or Diplomatic Interests; Maintain Empire,3; 8,0,0,1,0,0,0,0,1,5,0,11,11,0,1,1,0,11,11,0,1,1,,,,,1,0,1,0,0,0,0,0,0,0,0,122279000,2033,123688,2659868,225055,56702,0.1372161,1250244,692,5700,46603,17418,2624,0.0078503,0,0,0,0,0,0,0,0,0,0,222406.7,182073.4,,1134.544933,-9,0,-9,0,-9,0,0,0,0,0,0,10,0,10,10,170,0,9,-9,-9,31,,,,,,,,2627300,6776600,11671.39,30104.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,30,Asia,35,eap,NA,NA,30.09,4.501200104,65.762001,,,3.321500778,5.85,-40726,-1.6,-113.9,32.3,28.9,4.8,28689,23.1,113605,1987,1.749042736,22.5,0.4,1.777777778,123595,2075,1.678870504,22.1,0.4,1.809954751,1,1,1,3,0,1,0,0,548.9,9.8,34.7,218.4,286,5016.6,1511.9,2999.1,505.6,0,74.01507,31.61,0,0,0,0,23003312.72,4.249008439,1.18,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,0,0,0,,225106,438890,0.05,
RUS,365,1979,1,Russia Torpedo Seizure,0,,2224,0,10,8,11,8,1979,0,2,4,4,Carter,0,5,3,8,4,17,4,17,1,1,1,0,1,Protect own Military and/or Diplomatic Interests,8,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,10,0,1,0,1,0,0,0,0,2,2,1,0,122279000,2033,123688,2659868,225055,56702,0.1372161,180000000,3900,149000,1801221,263404,98267,0.1673254,0,0,0,0,0,0,0,0,0,0,222406.7,182073.4,57744.30078,64761.78906,906.5,3615.5,906.5,1898.85,2423.3501,0,1,0,0,1,0,10,0,10,10,170,,,,,,,,,,,,,2627300,6776600,11671.39,30104.04,0,0,2.3,-2.453,4.753,-0.47945,-0.2377,0.26027,0.38115,73,122,,,,,,,,,,,,,,,,,,,,150,Europe,151,Eastern Europe,151,eca,NA,NA,30.09,3.367300034,67.383003,,,3.321500778,5.85,-40726,-1.6,-113.9,32.3,28.9,4.8,28689,23.1,113605,1987,1.749042736,22.5,0.4,1.777777778,123595,2075,1.678870504,22.1,0.4,1.809954751,1,1,1,3,0,1,0,0,548.9,9.8,34.7,218.4,286,5016.6,1511.9,2999.1,505.6,586000000,74.01507,31.61,135777000000,322049000000,442745000000,2930.253601,23003312.72,4.249008439,1.18,28418363524,67405539928,92667351338,164195000000,389455000000,535412000000,,,0,0,0,0,0,0,0,3,0,0,0,1,225106,438890,0.05,"The US Navy dropped a practice Mark-37 torpedo during exercises west of Guam. A Soviet intelligence-gathering trawler in the area seized the torpedo and refused to turn it over. The American embassy in Moscow protested, there were negotiations overnight, and the trawler gave the torpedo back the next day. (Gibler)"
ECU,130,1980,,,,,3105,1,25,10,20,1,1981,0,68,4,5,Carter,0,5,1,1,4,17,4,17,1,1,1,0,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,1,0,1,0,0,0,143981000,2050,101456,2584210,227726,57197,0.1331146,194100,35,17,9278,7961,2269,0.0011194,1,0,1,1,1,3,0,0,0,0,257097.8,220927.3,2253.26,2483.2,953.29999,801.26001,953.29999,801.26001,1754.5601,0,0,0,0,0,0,10,0,10,10,171,9,0,9,9,1,0,0,979,,0,0,0,2857300,6759200,12547.1,29681.28,-1.4,1,2.353,0.013,2.34,-0.2,-0.1165,0.4,0.44175,65,103,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,NA,2,33.66,10.45910034,63.095001,1.973560214,60267.82031,3.345683813,7.175,-73830,-2.6,-186.9,32.5,30.7,5.2,32486,22.7,130912,2382,1.819542899,22.2,0.4,1.801801802,140651,2411,1.714171958,21,0.4,1.904761905,1,1,1,3,0,1,0,1,596.6,10.2,36.8,251.1,298.5,5353.3,1684.1,3167,502.2,10400000,75.97401,36.83,2807624560,5867390161,8066332619,3.212878327,30804095.01,5.689913502,1.59,47358375.61,98969809.22,136061072.9,2854982936,5966359970,8202393692,,,0,0,0,0,1,1,0,2,0,0,2,,227726,437877,0.052,Ecuador seized five American fishing vessels off its coast.  The United States responded by placing an embargo on Ecuadorian tuna exports.  Ecuador the seized another vessel.
IRN,630,1980,1,Iran Hostages Rescue Mission,0,630,3020,0,24,4,25,4,1980,0,2,4,5,Carter,0,5,4,14,4,17,4,17,1,1,1,0,1,Protect own Military/Diplomatic Interest,8,0,0,0,0,0,0,0,1,3,8,0,8,1,0,1,8,0,8,1,0,1,,0,0,11,1,0,1,1,0,0,0,2,0,0,0,122279000,2033,123688,2659868,225055,56702,0.1372161,5462930,415,1000,82654,37814,12702,0.0094861,0,0,1,1,1,2,0,0,0,0,222406.7,182073.4,9695,19976,4249,1311,4249,1311,5560,0,0,0,0,0,0,10,0,10,10,170,-88,-88,-88,0,0,,,,0,,,,2627300,6776600,11671.39,30104.04,0,0,2.3,-0.13,2.43,-0.38462,-0.2451,0.30769,0.37745,65,102,,,,,,,,,,,,,,,,,,,,142,Asia,62,Asia,35,mena,3,4,30.09,11.07519989,54.880001,1.200261712,588037.375,3.321500778,5.85,-40726,-1.6,-113.9,32.3,28.9,4.8,28689,23.1,113605,1987,1.749042736,22.5,0.4,1.777777778,123595,2075,1.678870504,22.1,0.4,1.809954751,1,1,1,3,0,1,0,0,548.9,9.8,34.7,218.4,286,5016.6,1511.9,2999.1,505.6,171000000,74.01507,31.61,39620922300,93976898348,129197000000,271.1141883,23003312.72,4.249008439,1.18,2629336095,6236524456,8573808674,42250258395,100213000000,137771000000,,,0,0,0,0,0,0,0,3,0,0,0,1,225106,438890,0.05,Hostage Crisis--NYT
IRN,630,1980,,DUPLICATE ENTRY,,,,1,,,,,1980,0,,4,5,Carter,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,0,0,0,143981000,2050,101456,2584210,227726,57197,0.1331146,3386907,305,565,64862,39291,13588,0.0078179,0,0,0,0,0,0,0,0,0,0,257097.8,220927.3,10849,14107,477.89999,23,477.89999,691.72498,500.89999,0,0,0,1,0,0,10,0,10,10,171,-88,-88,-88,-2,0,0,0,979,0,0,0,330,2857300,6759200,12547.1,29681.28,0,1,2.353,-0.317,2.67,-0.41379,-0.25263,0.2931,0.37368,58,95,,,,,,,,,,,,,,,,,,,,142,Asia,62,Asia,35,mena,5,NA,33.66,10.33990021,54.111,1.210974813,461023.3438,3.345683813,7.175,-73830,-2.6,-186.9,32.5,30.7,5.2,32486,22.7,130912,2382,1.819542899,22.2,0.4,1.801801802,140651,2411,1.714171958,21,0.4,1.904761905,1,1,1,3,0,1,0,1,596.6,10.2,36.8,251.1,298.5,5353.3,1684.1,3167,502.2,72700000,75.97401,36.83,19626375530,41015313911,56386767445,137.2041583,30804095.01,5.689913502,1.59,2022412742,4226449929,5810411442,21648788272,45241763840,62197178887,,,0,0,0,0,0,0,0,3,0,0,0,1,227726,437877,0.052,"Iran. On April 26, 1980, President Carter reported the use of six U.S. transport planes and eight helicopters in an unsuccessful attempt to rescue American hostages being held in Iran."
RUS,365,1980,1,Anorack Express Exercise,0,385,2226,0,13,3,19,3,1980,0,7,4,5,Carter,0,5,3,13,3,13,1,1,1,1,0,1,2,Maintain Empire; Defend Territory,3;4,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,1900,3,25,1,0,1,0,0,1,0,2,2,1,0,143981000,2050,101456,2584210,227726,57197,0.1331146,201000000,3900,148000,1889798,265484,100807,0.1686928,0,0,0,0,0,0,0,0,0,0,257097.8,220927.3,68522.50781,76449.28125,485.70001,1515,485.70001,2286.8049,2737.4551,0,0,0,1,0,1,10,0,10,10,171,,,,,,0,0,979,,65,0,0,2857300,6759200,12547.1,29681.28,0,1,2.353,-2.359,4.712,-0.73333,-0.37864,0.13333,0.31068,60,103,,,,,,,,,,,,,,,,,,,,150,Europe,151,Eastern Europe,151,eca,NA,NA,33.66,3.329999924,67.348,,,3.345683813,7.175,-73830,-2.6,-186.9,32.5,30.7,5.2,32486,22.7,130912,2382,1.819542899,22.2,0.4,1.801801802,140651,2411,1.714171958,21,0.4,1.904761905,1,1,1,3,0,1,0,1,596.6,10.2,36.8,251.1,298.5,5353.3,1684.1,3167,502.2,603000000,75.97401,36.83,162788000000,340196000000,467692000000,3134.924527,30804095.01,5.689913502,1.59,46209323276,96568512963,132760000000,208998000000,436764000000,600452000000,,,0,0,0,0,0,0,0,3,0,0,0,1,227726,437877,0.052,"The United States announced the creation of a NATo ""Rapid Depoyment Unit"" designed to combat Soviet Expansion in Western Europe and elsewhere.  This announcement coincided with NATO eercises in the Arctic Circle titled the ""Anorak Express."""
CUB,40,1981,1,Tension with Cuba over El Salvador ,0,40,2972,0,17,7,30,7,1981,0,13,4,5,Reagan,0,5,2,2,2,2,1,1,1,1,1,0,1,Policy Change,5,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,2,4,1,0,169888000,2101,109614,2502657,229966,57825,0.1380075,1272515,225,317,16370,9724,3353,0.0029505,0,0,0,0,0,0,0,1,1,1,273480.8,233913.6,2215.3307,1474.058182,0,0.55000001,0,0.55000001,0.55000001,0,0,0,0,0,0,10,0,10,10,172,0,7,-7,-7,20,0,0,0,,0,0,3,3207000,6930700,13942.99,30132.43,1.52,1,2.69,-1.608,4.298,-0.76744,-0.5,0.11628,0.25,86,132,4,1,2,0,1,3,0,0,2,0,0,0,0,1,0,1,2,1,0,419,Latin America & Caribbean,29,Caribbean,29,lac,3,3,37.76,2.227400017,74.013,,,3.354768991,7.616666667,-78968,-2.5,-179.8,31.7,30.8,5.4,39101,23.2,153861,2347,1.525402799,22.7,0.3,1.321585903,176100,2583,1.466780239,23.8,0.3,1.260504202,0,1,0,1,2,0,0,0,593.5,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1,259000,67.14143,35.93,68212027.1,129220143.7,177648431.8,0.085977941,34697136.4,6.409008439,1.98,1574749.246,2983188.34,4101208.333,69786776.35,132203332.1,181749640.1,,,0,0,0,0,0,0,0,3,0,0,1,0,230008,487735,0.056,US representatives twice threatened Cuba with military intervention following Cuba's shipment of Soviet arms to and general support for Salvadoran rebels.
LIB,620,1981,1,Gulf of Sidra Incident,,620,3098,1,8,19,8,19,1981,0,1,4,5,Reagan,0,5,4,19,4,19,4,19,0,1,1,0,1,Maintain Empire; Policy Change,2;5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,0,1,0,0,0,0,1,0,0,0,169888000,2101,109614,2502657,229966,57825,0.1380075,557244,55,0,13334,2859,2044,0.0011384,0,0,0,0,0,0,0,0,0,0,273480.8,233913.6,8381.7,15575.4,5476,524.29999,5476,524.29999,6000.2998,0,0,0,0,0,0,10,0,10,10,172,0,7,-7,-7,30,0,0,0,,0,0,0,3207000,6930700,13942.99,30132.43,0,1,2.69,-0.785,3.475,-0.69048,-0.47541,0.15476,0.2623,84,122,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,Africa,15,North Africa,15,mena,3,4,37.76,,,,,3.354768991,7.616666667,-78968,-2.5,-179.8,31.7,30.8,5.4,39101,23.2,153861,2347,1.525402799,22.7,0.3,1.321585903,176100,2583,1.466780239,23.8,0.3,1.260504202,0,1,0,1,2,0,0,0,593.5,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,0,0,1,230008,487735,0.056,US Dropped from dispute.  Isn't clear from Gibler narrative US was involved.
LIB,620,1981,1,Gulf of Sidra Incident,0,620,3098/3099,0,13,8,21,8,1981,0,9,4,5,Reagan,0,5,4,18,4,18,4,18,1,1,1,1,1,Economic Protection; Protect Own Military and/or Diplomatic Interests,7;8,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,1,0,0,0,0,1,0,0,0,169888000,2101,109614,2502657,229966,57825,0.1380075,557244,55,0,13334,2859,2044,0.0011384,0,0,0,0,0,0,0,0,0,0,273480.8,233913.6,8381.7,15575.4,5476,524.29999,5476,524.29999,6000.2998,0,0,0,0,0,0,10,0,10,10,172,0,7,-7,-7,30,0,0,0,,0,0,0,3207000,6930700,13942.99,30132.43,0,1,2.69,-0.785,3.475,-0.69048,-0.47541,0.15476,0.2623,84,122,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,Africa,15,North Africa,15,mena,3,4,37.76,,,,,3.354768991,7.616666667,-78968,-2.5,-179.8,31.7,30.8,5.4,39101,23.2,153861,2347,1.525402799,22.7,0.3,1.321585903,176100,2583,1.466780239,23.8,0.3,1.260504202,0,1,0,1,2,0,0,0,593.5,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4,0,0,0,1,230008,487735,0.056,American and Libyan fighter jets engaged in a brief skirmish over disputed maritime territorial rights. 
PRK,731,1981,,,,,2971,1,14,8,9,1,1982,0,140,4,5,Reagan,0,5,3,14,3,14,1,1,1,1,1,1,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,169888000,2101,109614,2502657,229966,57825,0.1380075,1681008,768,5500,48699,17916,2980,0.0083327,0,0,0,0,0,0,0,0,0,0,273480.8,233913.6,1006.3229,672.2904521,-9,0,-9,0,-9,0,0,0,0,0,0,10,0,10,10,172,0,9,-9,-9,33,0,0,0,,0,0,0,3207000,6930700,13942.99,30132.43,0,1,,,,,,,,,,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,142,Asia,30,Asia,35,eap,NA,NA,37.76,4.156800079,66.570999,,,3.354768991,7.616666667,-78968,-2.5,-179.8,31.7,30.8,5.4,39101,23.2,153861,2347,1.525402799,22.7,0.3,1.321585903,176100,2583,1.466780239,23.8,0.3,1.260504202,0,1,0,1,2,0,0,0,593.5,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1,0,67.14143,35.93,0,0,0,0,34697136.4,6.409008439,1.98,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,0,0,0,,230008,487735,0.056,North Korea protested that the United States sent an SR-71 reconnaissance plane across North Korean airspace three separate times.  North Korea fire a missile during the second fly-over.
RUS,365,1981,,,,,2228,1,12,5,14,5,1981,0,3,4,5,Reagan,0,5,4,17,4,17,1,1,1,1,1,1,,,,,,,,,,,,7,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,2,2,1,0,169888000,2101,109614,2502657,229966,57825,0.1380075,221000000,3900,148000,1875977,267622,102370,0.1694936,0,0,0,0,0,0,0,0,0,0,273480.8,233913.6,47245.87576,38723.88988,376.79999,2674.76,376.79999,2674.76,3051.5601,0,0,0,0,0,0,10,0,10,10,172,,,,,,0,0,0,,15,0,0,3207000,6930700,13942.99,30132.43,0,1,2.69,-2.267,4.957,-0.69767,-0.44361,0.15116,0.2782,86,133,,,,,,,,,,,,,,,,,,,,150,Europe,151,Eastern Europe,151,eca,NA,NA,37.76,3.270100021,67.414001,,,3.354768991,7.616666667,-78968,-2.5,-179.8,31.7,30.8,5.4,39101,23.2,153861,2347,1.525402799,22.7,0.3,1.321585903,176100,2583,1.466780239,23.8,0.3,1.260504202,0,1,0,1,2,0,0,0,593.5,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1,609000000,67.14143,35.93,160390000000,303842000000,417714000000,3351.126303,34697136.4,6.409008439,1.98,61378343867,116274000000,159851000000,221769000000,420116000000,577565000000,,,0,0,0,0,0,0,0,3,0,0,0,1,230008,487735,0.056,"The United States detained a Soviet plane at Dulles International Airport.  The plane contained questionable cargo with no export papers.  However, containers turned out to be legitimate and the cargo and plane were released two days later.  "
SAL,92,1981,0 (FLMN Rebellion),Salvadorian Civil War,0,92,,0,13,3,16,1,1992,0,3597,4,5,Reagan,0,5,3,12,4,19,4,19,0,0,1,1,1,Maintain/Build Foreign Regime Authority,2,0,1,0,0,0,0,0,0,8,3,27000,27000,1,6,6,3,75000,75000,1,6,6,4000,55,0,1,1,1,0,0,0,1,0,1,0,0,0,169888000,2101,109614,2502657,229966,57825,0.1380075,116000,23,0,2777,4587,884,0.0005339,1,0,1,1,1,3,0,0,0,0,273480.8,233913.6,981.362,796.506,270.10001,249.83,270.10001,249.83,519.92999,0,0,0,0,0,0,10,0,10,10,172,-88,-88,-88,0,0,0,0,0,,89,50,0,3207000,6930700,13942.99,30132.43,0,1,2.69,0.119,2.571,-0.4023,-0.26357,0.29885,0.36822,87,129,0,0,0,0,0,6,1,1,1,1,1,0,0,2,0,1,2,1,0,419,Latin America & Caribbean,13,Central & S. America,14,lac,5,4,37.76,,,1.441555977,21722.36719,3.354768991,7.616666667,-78968,-2.5,-179.8,31.7,30.8,5.4,39101,23.2,153861,2347,1.525402799,22.7,0.3,1.321585903,176100,2583,1.466780239,23.8,0.3,1.260504202,0,1,0,1,2,0,0,0,593.5,9.8,36,258.4,289.3,5256.5,1647.2,3135.3,474.1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,230008,487735,0.056,"El Salvador. After a guerilla offensive against the government of El Salvador, additional U.S. military advisers were sent to El Salvador, bringing the total to approximately 55, to assist in training government forces in counterinsurgency. "
EGY,651,1982,1,Sinai Peacekeeping,1,651,,0,25,4,31,8,1982,0,128,4,5,Reagan,0,5,3,12,3,12,3,12,0,0,1,1,2,Social Protection & Order,6,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,248,0,248,3,0,3,15M /year,,,,1,1,0,0,0,1,0,1,0,0,1,196345000,2168,67656,2380353,232188,58453,0.1295889,2494532,447,484,33056,42840,12528,0.0075722,0,0,0,0,0,0,0,0,0,0,254933.8,212451.6,9077.22,3119.97,568.90002,1726.46,568.90002,1726.46,2295.3601,0,0,0,0,0,0,10,0,10,10,173,0,6,-6,-6,30,0,0,849,0,0,0,6,3343800,6805800,14399.4,29307.81,-2.74,1,2.607,-0.093,2.7,-0.55357,-0.38994,0.22321,0.30503,112,159,4,2,2,0,0,8,1,1,2,1,1,1,1,1,1,1,2,1,2,2,Africa,15,North Africa,15,mena,3,3,41.03,15.16390076,59.676998,1.352284431,190525.1563,3.363878965,9.708333333,-127977,-3.9,-271.1,34.3,32,6,47960,24.8,180693,2684,1.485392351,24.2,0.4,1.652892562,211486,2774,1.311670749,26.2,0.3,1.145038168,0,1,0,1,2,0,0,0,570.8,9.1,34,238.8,289,5029.7,1488,3083.1,458.6,32800000,58.02282,32.97,7926779280,14144988518,19446155644,18.26759826,35532558.81,6.56332173,2.46,363749245.9,649094509.3,892357942.9,8290528526,14794083028,20338513587,,,0,0,0,0,0,0,0,4,0,0,0,1,232218,576827,0.068,"Sinai. On March 19, 1982, President Reagan reported the deployment of military personnel and equipment to participate in the Multinational Force and Observers in the Sinai. Participation had been authorized by the Multinational Force and Observers Resolution, P.L. 97-132. Mission continues today."
GRC,350,1982,0,Greco-Turkish Tensions,1,350,2176,0,23,11,9,3,1984,0,473,4,5,Reagan,0,5,3,9,3,9,1,1,0,0,1,1,2,Social Protection & Order,6,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,1,0,0,0,0,1,0,0,0,217198000,2201,76762,2378677,234307,58856,0.1329419,2526137,177,755,37439,9847,2088,0.0030756,1,0,1,1,1,3,0,0,0,0,254933.8,212451.6,10026.46,4294.06,256.39999,344.09,256.39999,344.09,600.48999,0,0,0,0,0,0,10,0,10,10,173,8,0,8,8,7,0,0,849,0,0,0,4,3343800,6805800,14399.4,29307.81,0,0,2.608,0.474,2.134,-0.49451,-0.26174,0.25275,0.36913,91,149,6,2,2,0,2,13,2,2,2,1,1,2,1,2,2,2,1,2,2,150,Europe,39,S. Europe,39,eca,2,1,41.03,1.731100082,74.297997,2.331874847,179361.0156,3.373013735,9.708333333,-127977,-3.9,-271.1,34.3,32,6,59221,24.8,180693,2684,1.485392351,24.2,0.4,1.652892562,211486,2774,1.311670749,26.2,0.3,1.145038168,0,1,0,1,2,0,0,0,570.8,9.1,34,238.8,289,5029.7,1488,3083.1,458.6,986000,58.02282,32.97,238286718.6,425212154.8,584570410.5,1.132947611,35532558.81,6.56332173,2.46,22559552.36,40256527.63,55343608.16,260846271,465468682.5,639914018.7,,,0,0,0,0,1,1,0,0,0,0,2,0,232218,576827,0.068,"Airspace violations and other incidents perpetuated by Turkish and, to a lesser extent, American forces.  However, almost all violations were part of NATO exercises-an alliance that included Greece.  "
